,x,y,z,layer,qt,fs
0,0,0,0,1,9.272433063809634,110.27243306380963
1,0,0,1,1,9.11136937444347,110.11136937444347
2,0,0,2,1,8.921604884276773,109.92160488427677
3,0,0,3,1,8.74457943796789,109.74457943796789
4,0,0,4,1,8.620016845581134,109.62001684558113
5,0,0,5,1,8.57559762321767,109.57559762321767
6,0,0,6,1,8.620402753019428,109.62040275301943
7,0,0,7,1,8.743711442656355,109.74371144265635
8,0,0,8,1,8.919004734801982,109.91900473480199
9,0,0,9,1,9.111560771107186,110.1115607711072
10,0,0,10,1,9.287251848972032,110.28725184897203
11,0,1,0,1,9.299639731519957,110.29963973151996
12,0,1,1,1,9.142741745407507,110.1427417454075
13,0,1,2,1,8.958824538928168,109.95882453892817
14,0,1,3,1,8.785329454748082,109.78532945474808
15,0,1,4,1,8.658841922140288,109.65884192214028
16,0,1,5,1,8.60590346584047,109.60590346584047
17,0,1,6,1,8.636798281898834,109.63679828189883
18,0,1,7,1,8.743857966515662,109.74385796651566
19,0,1,8,1,8.904405836340601,109.9044058363406
20,0,1,9,1,9.08715927583099,110.08715927583098
21,0,1,10,1,9.26010619410009,110.26010619410009
22,0,2,0,1,9.230972929815444,110.23097292981544
23,0,2,1,1,9.091552652293927,110.09155265229393
24,0,2,2,1,8.930539933106378,109.93053993310637
25,0,2,3,1,8.77856903022961,109.7785690302296
26,0,2,4,1,8.666153213533663,109.66615321353366
27,0,2,5,1,8.616314116956012,109.61631411695602
28,0,2,6,1,8.63926092597008,109.63926092597008
29,0,2,7,1,8.730457251673975,109.73045725167398
30,0,2,8,1,8.872383619219825,109.87238361921983
31,0,2,9,1,9.039279393968853,110.03927939396885
32,0,2,10,1,9.203428689390767,110.20342868939076
33,0,3,0,2,2.061090130780742,75.06109013078074
34,0,3,1,2,1.9767695877008213,74.97676958770082
35,0,3,2,2,1.882056546068186,74.88205654606818
36,0,3,3,2,1.7882509421306279,74.78825094213063
37,0,3,4,2,1.7075794650908132,74.70757946509082
38,0,3,5,2,1.6512521184203144,74.65125211842032
39,0,3,6,2,1.6276643785897342,74.62766437858973
40,0,3,7,2,1.6410710847989811,74.64107108479898
41,0,3,8,2,1.6909594540666317,74.69095945406663
42,0,3,9,2,1.7722106184287874,74.77221061842879
43,0,3,10,2,1.8759913715198027,74.8759913715198
44,0,4,0,2,1.8498921979937093,74.84989219799371
45,0,4,1,2,1.7891358268209205,74.78913582682092
46,0,4,2,2,1.7255792229964881,74.72557922299649
47,0,4,3,2,1.6658817359458502,74.66588173594585
48,0,4,4,2,1.6172914708871278,74.61729147088712
49,0,4,5,2,1.5866468721817655,74.58664687218176
50,0,4,6,2,1.579366480529396,74.5793664805294
51,0,4,7,2,1.5985935398078563,74.59859353980785
52,0,4,8,3,5.244135039800973,84.74413503980097
53,0,4,9,3,5.372558980453371,84.87255898045338
54,0,4,10,3,5.508394014058017,85.00839401405801
55,0,5,0,2,1.619592104840251,74.61959210484025
56,0,5,1,2,1.5836584925425004,74.5836584925425
57,0,5,2,2,1.552536520387192,74.55253652038719
58,0,5,3,2,1.5285785114023696,74.52857851140237
59,0,5,4,3,4.964808253294023,84.46480825329402
60,0,5,5,3,4.978876407600142,84.47887640760014
61,0,5,6,3,5.018161496219065,84.51816149621907
62,0,5,7,3,5.083639622198278,84.58363962219828
63,0,5,8,3,5.173119777574692,84.6731197775747
64,0,5,9,3,5.280844976548152,84.78084497654815
65,0,5,10,3,5.397867220658588,84.89786722065858
66,0,6,0,3,4.85867139688257,84.35867139688257
67,0,6,1,3,4.844094702090285,84.34409470209029
68,0,6,2,3,4.84691766028889,84.3469176602889
69,0,6,3,3,4.864645522915673,84.36464552291568
70,0,6,4,3,4.894501427742031,84.39450142774203
71,0,6,5,3,4.934788417392692,84.4347884173927
72,0,6,6,3,4.985447693180246,84.48544769318025
73,0,6,7,3,5.047598062000128,84.54759806200013
74,0,6,8,3,5.1222856826662415,84.62228568266625
75,0,6,9,3,5.2089948056989686,84.70899480569896
76,0,6,10,3,5.304542330525608,84.8045423305256
77,0,7,0,3,4.696134671314125,84.19613467131413
78,0,7,1,3,4.708595150504121,84.20859515050412
79,0,7,2,3,4.744687793789309,84.24468779378931
80,0,7,3,3,4.797006967855414,84.29700696785541
81,0,7,4,3,4.857332586335887,84.35733258633589
82,0,7,5,3,4.919290749475989,84.41929074947599
83,0,7,6,3,4.979971406487991,84.47997140648799
84,0,7,7,3,5.040005233341615,84.54000523334162
85,0,7,8,3,5.102229690120662,84.60222969012067
86,0,7,9,3,5.169586939489279,84.66958693948928
87,0,7,10,3,5.243100729699627,84.74310072969962
88,0,8,0,3,4.605780579822029,84.10578057982202
89,0,8,1,3,4.636574343769217,84.13657434376921
90,0,8,2,3,4.6941187040359,84.1941187040359
91,0,8,3,3,4.768612512231054,84.26861251223106
92,0,8,4,3,4.848980663002252,84.34898066300225
93,0,8,5,3,4.9261360157771295,84.42613601577713
94,0,8,6,3,4.995135060447697,84.4951350604477
95,0,8,7,3,5.055595683144322,84.55559568314432
96,0,8,8,3,5.110459815976893,84.6104598159769
97,0,8,9,3,5.1637793590780054,84.663779359078
98,0,8,10,3,5.218452658704775,84.71845265870478
99,0,9,0,3,4.573474708098816,84.07347470809881
100,0,9,1,3,4.6106039936448555,84.11060399364486
101,0,9,2,3,4.675264663436432,84.17526466343644
102,0,9,3,3,4.757883282188578,84.25788328218857
103,0,9,4,3,4.847248402475979,84.34724840247598
104,0,9,5,3,4.933645018875454,84.43364501887545
105,0,9,6,3,5.010969263882696,84.5109692638827
106,0,9,7,3,5.07722785713813,84.57722785713813
107,0,9,8,3,5.133535865736783,84.63353586573679
108,0,9,9,3,5.1822923364126705,84.68229233641267
109,0,9,10,3,5.225406715655445,84.72540671565544
110,0,10,0,3,4.5705806059961365,84.07058060599614
111,0,10,1,3,4.60025628485118,84.10025628485118
112,0,10,2,3,4.657445006863732,84.15744500686372
113,0,10,3,3,4.735182924892199,84.2351829248922
114,0,10,4,3,4.82449434593352,84.32449434593352
115,0,10,5,3,4.916755255178665,84.41675525517867
116,0,10,6,3,5.005256170498313,84.50525617049831
117,0,10,7,3,5.0855612998823805,84.58556129988239
118,0,10,8,3,5.15488388791313,84.65488388791313
119,0,10,9,3,5.211131996097422,84.71113199609742
120,0,10,10,3,5.252323359052014,84.75232335905201
121,0,11,0,3,4.568787012258077,84.06878701225807
122,0,11,1,3,4.578143890297214,84.07814389029721
123,0,11,2,3,4.615910429013792,84.1159104290138
124,0,11,3,3,4.679483916104997,84.179483916105
125,0,11,4,3,4.763683607615928,84.26368360761593
126,0,11,5,3,4.861902399636227,84.36190239963622
127,0,11,6,3,4.966797213588448,84.46679721358845
128,0,11,7,3,5.070415032404123,84.57041503240413
129,0,11,8,3,5.164124852731717,84.66412485273172
130,0,11,9,3,5.238951933364808,84.7389519333648
131,0,11,10,3,5.286739306737311,84.78673930673732
132,0,12,0,3,4.553412567503789,84.05341256750378
133,0,12,1,3,4.53376369995002,84.03376369995001
134,0,12,2,3,4.545537000434027,84.04553700043402
135,0,12,3,3,4.591271232419347,84.09127123241934
136,0,12,4,3,4.670010297096159,84.17001029709616
137,0,12,5,3,4.777088129369047,84.27708812936905
138,0,12,6,3,4.903892014918113,84.40389201491811
139,0,12,7,3,5.0378357795851105,84.53783577958511
140,0,12,8,3,5.163057402639932,84.66305740263994
141,0,12,9,3,5.262334392306796,84.7623343923068
142,0,12,10,3,5.320298373560927,84.82029837356093
143,0,13,0,3,4.529476318242563,84.02947631824256
144,0,13,1,3,4.478919199581751,83.97891919958175
145,0,13,2,3,4.465071056065168,83.96507105606517
146,0,13,3,3,4.495260044743889,83.99526004474389
147,0,13,4,3,4.572023453015674,84.07202345301567
148,0,13,5,3,4.691672020727311,84.19167202072731
149,0,13,6,3,4.843333998206639,84.34333399820663
150,0,13,7,3,5.0090025467724955,84.50900254677249
151,0,13,8,3,5.165188322477646,84.66518832247765
152,0,13,9,3,5.286514052572809,84.78651405257281
153,0,13,10,3,5.350958965332169,84.85095896533217
154,0,14,0,3,4.51816943324366,84.01816943324366
155,0,14,1,3,4.44236318638779,83.9423631863878
156,0,14,2,3,4.4097928268642095,83.9097928268642
157,0,14,3,3,4.43122284738951,83.9312228473895
158,0,14,4,3,4.511107669177122,84.01110766917712
159,0,14,5,3,4.645312143308544,84.14531214330854
160,0,14,6,3,4.819817310634309,84.3198173106343
161,0,14,7,3,5.011126863103165,84.51112686310316
162,0,14,8,3,5.188972763822079,84.68897276382208
163,0,14,9,3,5.321450791709093,84.8214507917091
164,0,14,10,3,5.3819355818802554,84.88193558188026
165,0,15,0,3,4.545623107510626,84.04562310751062
166,0,15,1,3,4.456144781540864,83.95614478154086
167,0,15,2,3,4.415756691284791,83.91575669128478
168,0,15,3,3,4.436753842507633,83.93675384250763
169,0,15,4,3,4.523688502411629,84.02368850241163
170,0,15,5,3,4.670710599356681,84.17071059935668
171,0,15,6,3,4.860341847362531,84.36034184736253
172,0,15,7,3,5.064468602355323,84.56446860235532
173,0,15,8,3,5.24805190556301,84.748051905563
174,0,15,9,3,5.375446536119672,84.87544653611967
175,0,15,10,3,5.418375772398373,84.91837577239838
176,0,16,0,3,4.6291555848162105,84.12915558481622
177,0,16,1,3,4.539789518274879,84.03978951827487
178,0,16,2,3,4.502587816567825,84.00258781656783
179,0,16,3,3,4.52957799208806,84.02957799208806
180,0,16,4,3,4.624050270249038,84.12405027024904
181,0,16,5,3,4.777895472587106,84.2778954725871
182,0,16,6,3,4.970727353641237,84.47072735364124
183,0,16,7,3,5.171540088602346,84.67154008860234
184,0,16,8,3,5.343223181160839,84.84322318116084
185,0,16,9,3,5.449575213327967,84.94957521332796
186,0,16,10,3,5.463637042039678,84.96363704203968
187,0,17,0,3,4.767113667174327,84.26711366717433
188,0,17,1,3,4.689314225043429,84.18931422504343
189,0,17,2,3,4.662474831021081,84.16247483102109
190,0,17,3,3,4.697323749917434,84.19732374991743
191,0,17,4,3,4.795540999797143,84.29554099979714
192,0,17,5,3,4.947243100104515,84.44724310010452
193,0,17,6,3,5.13050726756795,84.63050726756795
194,0,17,7,3,5.313595976807214,84.81359597680722
195,0,17,8,3,5.45998641081101,84.95998641081101
196,0,17,9,3,5.535598656256831,85.03559865625684
197,0,17,10,3,5.51688668737788,85.01688668737788
198,0,18,0,3,4.936706298307345,84.43670629830734
199,0,18,1,3,4.875888658391035,84.37588865839103
200,0,18,2,3,4.860273919329998,84.36027391933
201,0,18,3,3,4.899433606047241,84.39943360604724
202,0,18,4,3,4.994286154074595,84.4942861540746
