,x,y,z,IC
3328,1,53,1,2.1034241596090952
3329,1,53,2,2.0504969854039254
3330,1,53,3,1.9991295820883115
3331,1,53,4,1.950355555002641
3332,1,53,5,1.9049251799475027
3333,1,53,6,3.208697783202038
3334,1,53,7,3.1524604686110145
3335,1,53,8,3.087760657787726
3336,1,53,9,3.017609147778396
3337,1,53,10,2.945084453529054
3338,1,53,11,2.873103932110166
3339,1,53,12,2.804271071683293
3340,1,53,13,2.740804970554281
3341,1,53,14,2.6845423854015973
3342,1,53,15,2.636990052720514
3343,1,53,16,2.5993973553479726
3344,1,53,17,2.5728179821713577
3345,1,53,18,2.558134096098142
3346,1,53,19,2.5560266827001143
3347,1,53,20,2.5668892932384266
3348,1,53,21,2.5906968319416936
3349,1,53,22,2.6268537141734467
3350,1,53,23,2.674054264253752
3351,1,53,24,2.730190932514466
3352,1,53,25,2.792342063020044
3353,1,53,26,2.856860912077501
3354,1,53,27,2.919572838496522
3355,1,53,28,2.9760703379766476
3356,1,53,29,3.022078642025326
3357,1,53,30,3.0538507608825842
3358,1,53,31,3.068542529036074
3359,1,53,32,3.064517017920876
3360,1,53,33,3.041534141896064
3361,1,53,34,3.0007947402198196
3362,1,53,35,2.9448270945285433
3363,1,53,36,2.877225098742396
3364,1,53,37,2.802268021516305
3365,1,53,38,2.724468869916339
3366,1,53,39,2.6481091296987302
3367,1,53,40,2.576820362439454
3368,1,53,41,2.5132671951122387
3369,1,53,42,2.4589723388530738
3370,1,53,43,2.4143043164030504
3371,1,53,44,2.378625393057162
3372,1,53,45,2.3505741499937876
3373,1,53,46,2.3284375988121444
3374,1,53,47,2.3105546257159126
3375,1,53,48,2.2956878742355444
3376,1,53,49,2.2833057079975205
3377,1,53,50,2.2737290728340334
3378,1,53,51,2.268118056056596
3379,1,53,52,2.2682968590483563
3380,1,53,53,1.9438159492013762
3381,1,53,54,1.9245069487919066
3382,1,53,55,1.9056831945315262
3383,1,53,56,1.8898238965002532
3384,1,53,57,1.8794092285896147
3385,1,53,58,1.87671329285449
3386,1,53,59,1.8835968600235482
3387,1,53,60,1.362357775804439
3388,1,53,61,1.4071654011998538
3389,1,53,62,1.4541883931138027
3390,1,53,63,1.502448654944148
3391,1,53,64,1.5514454280360566
35328,2,53,1,2.1136126021617963
35329,2,53,2,2.060702901587177
35330,2,53,3,2.0092624450744325
35331,2,53,4,1.9603211744534705
35332,2,53,5,1.9146331887960724
35333,2,53,6,1.8728243579987764
35334,2,53,7,3.1518024575801444
35335,2,53,8,3.083291561602363
35336,2,53,9,3.0098209342869793
35337,2,53,10,2.9345899197905694
35338,2,53,11,2.860566199149262
35339,2,53,12,2.7903292985736172
35340,2,53,13,2.7260054678663392
35341,2,53,14,2.669283851500646
35342,2,53,15,2.621490033985756
35343,2,53,16,2.5836844236351615
35344,2,53,17,2.5567508500979055
35345,2,53,18,2.5414453729101556
35346,2,53,19,2.5383856749140508
35347,2,53,20,2.547975621007287
35348,2,53,21,2.5702750304581956
35349,2,53,22,2.604838654141342
35350,2,53,23,2.650558225229202
35351,2,53,24,2.70554538818659
35352,2,53,25,2.767090412626952
35353,2,53,26,2.831722110597543
35354,2,53,27,2.895379656119138
35355,2,53,28,2.953689320090124
35356,2,53,29,3.0023213023025734
35357,2,53,30,3.0373867939979218
35358,2,53,31,3.0558257069905563
35359,2,53,32,3.0557329477479076
35360,2,53,33,3.036576405800249
35361,2,53,34,2.9992724591485165
35362,2,53,35,2.946103106873658
35363,2,53,36,2.880480226850436
35364,2,53,37,2.8065837876696462
35365,2,53,38,2.72891891261242
35366,2,53,39,2.651848715555514
35367,2,53,40,2.579163874816026
35368,2,53,41,2.513745215484046
35369,2,53,42,2.457362666681819
35370,2,53,43,2.410634618357418
35371,2,53,44,2.3731486825444756
35372,2,53,45,2.34372151392032
35373,2,53,46,2.320755104626196
35374,2,53,47,2.3026328592061045
35375,2,53,48,2.2880929223960083
35376,2,53,49,2.276519617094305
35377,2,53,50,2.268106039351178
35378,2,53,51,2.2638601339669844
35379,2,53,52,2.2654501599582884
35380,2,53,53,1.9358772526432508
35381,2,53,54,1.9175040502892446
35382,2,53,55,1.8996021851792173
35383,2,53,56,1.884659963269988
35384,2,53,57,1.8751695354710014
35385,2,53,58,1.8734159003051654
35386,2,53,59,1.8812654517963043
35387,2,53,60,1.3603496393901044
35388,2,53,61,1.4049398839769855
35389,2,53,62,1.4519813272504458
35390,2,53,63,1.5005031553491912
35391,2,53,64,1.5499988173056116
67328,3,53,1,2.1242501355038135
67329,3,53,2,2.07127456858673
67330,3,53,3,2.01968233344428
67331,3,53,4,1.9705026536749122
67332,3,53,5,1.9244955494611475
67333,3,53,6,1.8822972717349362
67334,3,53,7,3.151997922797915
67335,3,53,8,3.0795502971866444
67336,3,53,9,3.0026229551819745
67337,3,53,10,2.92454521803309
67338,3,53,11,2.848344615707848
67339,3,53,12,2.7765856135731526
67340,3,53,13,2.711308934242215
67341,3,53,14,2.654061058874657
67342,3,53,15,2.6059884689488046
67343,3,53,16,2.5679615562133686
67344,3,53,17,2.540690333940969
67345,3,53,18,2.5247984133690085
67346,3,53,19,2.5208322597950867
67347,3,53,20,2.529197576349194
67348,3,53,21,2.5500311366292783
67349,3,53,22,2.5830315865900415
67350,3,53,23,2.627283955654107
67351,3,53,24,2.6811178031104212
67352,3,53,25,2.7420370156823033
67353,3,53,26,2.806750374753872
67354,3,53,27,2.871317401537761
67355,3,53,28,2.931405911908651
67356,3,53,29,2.982639038139166
67357,3,53,30,3.0209932404074324
67358,3,53,31,3.0431977605597473
67359,3,53,32,3.047082034507757
67360,3,53,33,3.0318216689261748
67361,3,53,34,2.9980453544962518
67362,3,53,35,2.9477829764673187
67363,3,53,36,2.8842566518182213
67364,3,53,37,2.8115383189228322
67365,3,53,38,2.7341165444863926
67366,3,53,39,2.656428476274031
67367,3,53,40,2.5824182620221268
67368,3,53,41,2.515179830437532
67369,3,53,42,2.456730056797837
67370,3,53,43,2.4079396544099874
67371,3,53,44,2.3686263266834287
67372,3,53,45,2.337791115069798
67373,3,53,46,2.313957973825639
67374,3,53,47,2.2955615162438052
67375,3,53,48,2.2813208953577644
67376,3,53,49,2.270540007013242
67377,3,53,50,2.263285377942956
67378,3,53,51,2.2604116390739764
67379,3,53,52,2.26342769428829
67380,3,53,53,1.927484460540251
67381,3,53,54,1.9099196683787865
67382,3,53,55,1.8928306884782
67383,3,53,56,1.878717897700228
67384,3,53,57,1.870086957129002
67385,3,53,58,1.8692338624292413
67386,3,53,59,1.8780294340182588
67387,3,53,60,1.3579413050546494
67388,3,53,61,1.4022950833131493
67389,3,53,62,1.4493322735901106
67390,3,53,63,1.4980906182842757
67391,3,53,64,1.548058888618987
99328,4,53,1,2.135320688221332
99329,4,53,2,2.082200518082532
99330,4,53,3,2.0303817655613856
99331,4,53,4,1.980895763213595
99332,4,53,5,1.9345104601996757
99333,4,53,6,1.8918735346134599
99334,4,53,7,3.1530057935534357
99335,4,53,8,3.0765151175135235
99336,4,53,9,2.996010949638654
99337,4,53,10,2.9149612210550084
99338,4,53,11,2.8364625469035687
99339,4,53,12,2.763073178340592
99340,4,53,13,2.696755795759282
99341,4,53,14,2.638919509574996
99342,4,53,15,2.590534215360827
99343,4,53,16,2.552279772588235
99344,4,53,17,2.524688936250713
99345,4,53,18,2.5082469645452563
99346,4,53,19,2.5034215044224206
99347,4,53,20,2.510611777316867
99348,4,53,21,2.530023537370347
99349,4,53,22,2.5614927166779804
99350,4,53,23,2.604293238518748
99351,4,53,24,2.6569709370707995
99352,4,53,25,2.717244636249744
99353,4,53,26,2.7820071796231707
99354,4,53,27,2.847444752634334
99355,4,53,28,2.9092744181206265
99356,4,53,29,2.963080306543453
99357,4,53,30,3.004711505746008
99358,4,53,31,3.0306922580444113
99359,4,53,32,3.0385897459233626
99360,4,53,33,3.0272876065036547
99361,4,53,34,2.9971241732526583
99362,4,53,35,2.949871864092891
