,x,y,z,IC
18112,1,284,1,2.4057711313351864
18113,1,284,2,2.465090827858599
18114,1,284,3,2.508218730978482
18115,1,284,4,2.5356033307162615
18116,1,284,5,2.548539186213254
18117,1,284,6,2.3037539178316795
18118,1,284,7,2.334619603048854
18119,1,284,8,2.3843573661327615
18120,1,284,9,2.4519727834255303
18121,1,284,10,2.5348039724733007
18122,1,284,11,2.6287857450590115
18123,1,284,12,2.7288605900659233
18124,1,284,13,2.829484270209429
18125,1,284,14,2.925163858183178
18126,1,284,15,3.0109642510733265
18127,1,284,16,3.082925587304115
18128,1,284,17,3.138347458376433
18129,1,284,18,3.1759143562909666
18130,1,284,19,3.1956578118471404
18131,1,284,20,3.1987713073009765
18132,1,284,21,3.1873115986475726
18133,1,284,22,3.163832391207191
18134,1,284,23,3.1310020106157115
18135,1,284,24,3.0912553874564233
18136,1,284,25,3.0465228834585205
18137,1,284,26,2.9980656311085894
18138,1,284,27,2.946431144945601
18139,1,284,28,2.891526295423358
18140,1,284,29,2.832789575688432
18141,1,284,30,2.769432841539378
18142,1,284,31,2.700715667108704
18143,1,284,32,2.626213691081129
18144,1,284,33,2.5460456192423306
18145,1,284,34,2.461031009029096
18146,1,284,35,2.372761207280035
18147,1,284,36,2.2835772125955383
18148,1,284,37,2.196459174336937
18149,1,284,38,2.1148413641262565
18150,1,284,39,2.0423728421363205
18151,1,284,40,1.9826472990558082
18152,1,284,41,1.9389258230720219
18153,1,284,42,1.913874194342138
18154,1,284,43,1.8300476531328806
18155,1,284,44,1.889997992605113
18156,1,284,45,1.9584076924645273
18157,1,284,46,2.0319854892309053
18158,1,284,47,2.1068238697728945
18159,1,284,48,2.1787102560474327
18160,1,284,49,2.243500690961417
18161,1,284,50,1.636958741347803
18162,1,284,51,1.5619908165109575
18163,1,284,52,1.4947453733534646
18164,1,284,53,1.4382127733466004
18165,1,284,54,1.3940525379479727
18166,1,284,55,1.3625122768250872
18167,1,284,56,1.3425075145784546
18168,1,284,57,1.3318471945572699
18169,1,284,58,1.3275721372682228
18170,1,284,59,1.3263608820504542
18171,1,284,60,1.3249507417296482
18172,1,284,61,1.3205222663036509
18173,1,284,62,1.311002392878838
18174,1,284,63,1.2952541926444587
18175,1,284,64,1.2731374192271405
50112,2,284,1,2.4169023723782113
50113,2,284,2,2.4746158953402326
50114,2,284,3,2.5157295354852423
50115,2,284,4,2.540741120153694
50116,2,284,5,2.551011113398405
50117,2,284,6,2.548595729373115
50118,2,284,7,2.359824166361157
50119,2,284,8,2.4088874917641863
50120,2,284,9,2.4753800491026805
50121,2,284,10,2.556705444900401
50122,2,284,11,2.648865346133429
50123,2,284,12,2.746861311869803
50124,2,284,13,2.8451947541217746
50125,2,284,14,2.9384035885634305
50126,2,284,15,3.021571617680939
50127,2,284,16,3.090752352959659
50128,2,284,17,3.143261849982555
50129,2,284,18,3.1778132908446883
50130,2,284,19,3.1944869467103056
50131,2,284,20,3.1945499562806026
50132,2,284,21,3.1801583472079678
50133,2,284,22,3.153986674407872
50134,2,284,23,3.118837089085698
50135,2,284,24,3.0772790608742504
50136,2,284,25,3.0313637975393886
50137,2,284,26,2.9824449493521348
50138,2,284,27,2.931121394595631
50139,2,284,28,2.8773010610820684
50140,2,284,29,2.8203691292255737
50141,2,284,30,2.759431551928883
50142,2,284,31,2.6935970116209362
50143,2,284,32,2.622257884570896
50144,2,284,33,2.5453333983120685
50145,2,284,34,2.4634451565802693
50146,2,284,35,2.3780052512328176
50147,2,284,36,2.2912086785306838
50148,2,284,37,2.205933097695045
50149,2,284,38,2.1255586989478923
50150,2,284,39,2.053728076995061
50151,2,284,40,1.9940700361563957
50152,2,284,41,1.9499122123392119
50153,2,284,42,1.924005762375335
50154,2,284,43,1.8127766974245085
50155,2,284,44,1.8740500562604385
50156,2,284,45,1.94368243888194
50157,2,284,46,2.018335873516419
50158,2,284,47,2.0940778779578344
50159,2,284,48,2.1666963783159923
50160,2,284,49,2.232074184000628
50161,2,284,50,1.6529358359356154
50162,2,284,51,1.5788515552148141
50163,2,284,52,1.5122656383917759
50164,2,284,53,1.456155593726929
50165,2,284,54,1.4121739008498615
50166,2,284,55,1.3805658984763056
50167,2,284,56,1.3602484463984699
50168,2,284,57,1.3490343347355322
50169,2,284,58,1.3439698949546466
50170,2,284,59,1.341740376782042
50171,2,284,60,1.339090995342104
50172,2,284,61,1.3332118467264826
50173,2,284,62,1.3220418965795178
50174,2,284,63,1.3044598126580607
50175,2,284,64,1.2803456554247759
82112,3,284,1,2.4271998472700167
82113,3,284,2,2.48323964964172
82114,3,284,3,2.522292491600441
82115,3,284,4,2.544904716672799
82116,3,284,5,2.5525003901156067
82117,3,284,6,2.5472118282744995
82118,3,284,7,2.3848259524673163
82119,3,284,8,2.4331969692458926
82120,3,284,9,2.4985527511169865
82121,3,284,10,2.57836233317322
82122,3,284,11,2.668694954760302
82123,3,284,12,2.7646123620574383
82124,3,284,13,2.8606626616430892
82125,3,284,14,2.9514151066167718
82126,3,284,15,3.031971950170948
82127,3,284,16,3.098398433247655
82128,3,284,17,3.1480242162330763
82129,3,284,18,3.179587304814753
82130,3,284,19,3.1932122660150872
82131,3,284,20,3.190235472311403
82132,3,284,21,3.1729085130693377
82133,3,284,22,3.1440244792275465
82134,3,284,23,3.106519003496271
82135,3,284,24,3.0630980891507633
82136,3,284,25,3.0159382184820673
82137,3,284,26,2.966492207619849
82138,3,284,27,2.9154186472309687
82139,3,284,28,2.862635793964952
82140,3,284,29,2.8074847556100506
82141,3,284,30,2.7489737686754356
82142,3,284,31,2.6860667875892807
82143,3,284,32,2.617976269099125
82144,3,284,33,2.5444219577401848
82145,3,284,34,2.4658239644011775
82146,3,284,35,2.3834082345973733
82147,3,284,36,2.2992140549504727
82148,3,284,37,2.21600490500478
82149,3,284,38,2.1370942617188824
82150,3,284,39,2.066105812028953
82151,3,284,40,2.0066923220113164
82152,3,284,41,1.96223906696167
82153,3,284,42,1.9355766243357153
82154,3,284,43,1.7957700399305687
82155,3,284,44,1.858372732039096
82156,3,284,45,1.9292242785969402
82157,3,284,46,2.0049398895041954
82158,3,284,47,2.081562967233668
82159,3,284,48,2.154883756835969
82160,3,284,49,2.2208144752038614
82161,3,284,50,1.668565838445448
82162,3,284,51,1.5954423429518896
82163,3,284,52,1.52959162256318
82164,3,284,53,1.4739750058164356
82165,3,284,54,1.430235299000166
82166,3,284,55,1.3986138065591704
82167,3,284,56,1.3780279309219878
82168,3,284,57,1.366294512125393
82169,3,284,58,1.3604665378898972
82170,3,284,59,1.3572379290406225
82171,3,284,60,1.3533643902913888
82172,3,284,61,1.3460485425757667
82173,3,284,62,1.3332444881390646
82174,3,284,63,1.3138494605834186
82175,3,284,64,1.2877664047497082
114112,4,284,1,2.436580671494525
114113,4,284,2,2.4908900066420117
114114,4,284,3,2.5278473129611916
114115,4,284,4,2.5480463220058076
114116,4,284,5,2.552972073689273
114117,4,284,6,2.5448291601099404
114118,4,284,7,2.409514371115493
114119,4,284,8,2.457170809152564
114120,4,284,9,2.5213732276242027
114121,4,284,10,2.599656159238265
114122,4,284,11,2.688157203604441
