,x,y,z,IC
19264,1,302,1,2.3453549771162754
19265,1,302,2,2.418371506967974
19266,1,302,3,2.473972400739343
19267,1,302,4,2.511846881737873
19268,1,302,5,2.532717164134163
19269,1,302,6,2.298704727870701
19270,1,302,7,2.2834587796222494
19271,1,302,8,2.2773379637936593
19272,1,302,9,2.2836690242278967
19273,1,302,10,2.3046015970465934
19274,1,302,11,2.3408702233425043
19275,1,302,12,2.391707165072993
19276,1,302,13,2.454912674751253
19277,1,302,14,2.5270708522990395
19278,1,302,15,2.6038825397890206
19279,1,302,16,2.6805739458586073
19280,1,302,17,2.752332398430837
19281,1,302,18,2.814719594383518
19282,1,302,19,2.8640179069196225
19283,1,302,20,2.8974758679279695
19284,1,302,21,2.913433321397026
19285,1,302,22,2.9113229404536516
19286,1,302,23,2.8915606278445765
19287,1,302,24,2.8553507059150744
19288,1,302,25,2.8044410653234793
19289,1,302,26,2.740867503757378
19290,1,302,27,2.6667249990945536
19291,1,302,28,2.583997032601485
19292,1,302,29,2.4944633899352535
19293,1,302,30,2.39969371357428
19294,1,302,31,2.3011203328685785
19295,1,302,32,2.200171451937814
19296,1,302,33,2.098436295672742
19297,1,302,34,1.9978285225302534
19298,1,302,35,1.9007137448477605
19299,1,302,36,1.8099713389025138
19300,1,302,37,1.7289692396380616
19301,1,302,38,1.6614419413206765
19302,1,302,39,1.611274955161621
19303,1,302,40,1.5822118486590242
19304,1,302,41,1.5775111121530274
19305,1,302,42,1.9622415937852773
19306,1,302,43,2.021427680438622
19307,1,302,44,2.084751075271073
19308,1,302,45,2.149328341728488
19309,1,302,46,2.2118668910322543
19310,1,302,47,2.2689181215168652
19311,1,302,48,2.317184340665726
19312,1,302,49,1.8710485063994557
19313,1,302,50,1.8139728443030034
19314,1,302,51,1.762323716361916
19315,1,302,52,1.7184843254876303
19316,1,302,53,1.6836418064860303
19317,1,302,54,1.6577788349594347
19318,1,302,55,1.639808024699784
19319,1,302,56,1.6278243610014536
19320,1,302,57,1.6194366237877482
19321,1,302,58,1.6121301494317943
19322,1,302,59,1.6036114073998986
19323,1,302,60,1.5920898116204212
19324,1,302,61,1.5764630734321392
19325,1,302,62,1.5563875410303651
19326,1,302,63,1.5322321033717132
19327,1,302,64,1.5049308766903675
51264,2,302,1,2.359844048773405
51265,2,302,2,2.4305717943100493
51266,2,302,3,2.4835290154423992
51267,2,302,4,2.5184861616483514
51268,2,302,5,2.5362594177806383
51269,2,302,6,2.5385812092675875
51270,2,302,7,2.3095772555844443
51271,2,302,8,2.301843056765023
51272,2,302,9,2.3062440781808897
51273,2,302,10,2.3250579950331924
51274,2,302,11,2.359139609461929
51275,2,302,12,2.407818972779838
51276,2,302,13,2.4689608456403684
51277,2,302,14,2.5391751615565274
51278,2,302,15,2.614150688614296
