,x,y,z,IC
1216,1,20,1,1.7123835022030574
1217,1,20,2,1.6725819958174277
1218,1,20,3,1.6342491422410284
1219,1,20,4,1.5990327530227735
1220,1,20,5,1.568135454734844
1221,1,20,6,3.811470335991045
1222,1,20,7,3.753282394592839
1223,1,20,8,3.6782384326444295
1224,1,20,9,3.588024894340946
1225,1,20,10,3.4851253881603466
1226,1,20,11,3.372831742074344
1227,1,20,12,3.2551752567480934
1228,1,20,13,3.136768013378331
1229,1,20,14,3.0225559475128625
1230,1,20,15,2.9174984126418577
1231,1,20,16,2.826201253200798
1232,1,20,17,2.752540091875785
1233,1,20,18,2.699315980921542
1234,1,20,19,2.6679856637753074
1235,1,20,20,2.6585030476716534
1236,1,20,21,2.6692975145902027
1237,1,20,22,2.6973995980360685
1238,1,20,23,2.7387071768995663
1239,1,20,24,2.78836794456437
1240,1,20,25,2.8412388624508753
1241,1,20,26,2.892372730338645
1242,1,20,27,2.937477484481066
1243,1,20,28,2.9732961645069693
1244,1,20,29,2.997864543240817
1245,1,20,30,3.010618130766379
1246,1,20,31,3.012338782042732
1247,1,20,32,3.0049510339850847
1248,1,20,33,2.9911969227382937
1249,1,20,34,2.974232875959745
1250,1,20,35,2.957201326531096
1251,1,20,36,2.9428317283984295
1252,1,20,37,2.9331204148985757
1253,1,20,38,2.929126978882701
1254,1,20,39,2.9309082359906853
1255,1,20,40,2.93759169801791
1256,1,20,41,2.9475715171913492
1257,1,20,42,2.958793709500411
1258,1,20,43,2.9690863520098394
1259,1,20,44,2.976485862465046
1260,1,20,45,2.9795129452376696
1261,1,20,46,2.9773608364580784
1262,1,20,47,2.969972665318811
1263,1,20,48,2.9580018978970473
1264,1,20,49,2.9426673657748186
1265,1,20,50,2.9255297008386227
1266,1,20,51,2.9082268585869326
1267,1,20,52,2.89221126791489
1268,1,20,53,2.878529370407705
1269,1,20,54,2.867676292279525
1270,1,20,55,1.6105450645876793
1271,1,20,56,1.5386317568016232
1272,1,20,57,1.4724495695484734
1273,1,20,58,1.4164473325502398
1274,1,20,59,1.3747604898470314
1275,1,20,60,1.3508783755128417
1276,1,20,61,1.3473433788134153
1277,1,20,62,1.7358186899564083
1278,1,20,63,1.79270141802261
1279,1,20,64,1.839210284029998
33216,2,20,1,1.718837706669261
33217,2,20,2,1.6791370192524322
33218,2,20,3,1.6411358120569608
33219,2,20,4,1.6064185607213317
33220,2,20,5,1.5761049088592007
33221,2,20,6,1.5508437505084642
33222,2,20,7,3.749515947965504
33223,2,20,8,3.671743251252596
33224,2,20,9,3.579370455559166
33225,2,20,10,3.4748485085491683
33226,2,20,11,3.36138645824734
33227,2,20,12,3.2428949430399623
33228,2,20,13,3.123844689376039
33229,2,20,14,3.0090397505864583
33230,2,20,15,2.903317747156787
33231,2,20,16,2.8112014842799504
33232,2,20,17,2.736536170559941
33233,2,20,18,2.6821524046271086
33234,2,20,19,2.6495959720972175
33235,2,20,20,2.6389608152802175
33236,2,20,21,2.648851593681573
33237,2,20,22,2.676488110788986
