,x,y,z,IC
5312,1,84,1,2.522042304076537
5313,1,84,2,2.5299599930162078
5314,1,84,3,2.5271522835893245
5315,1,84,4,2.5119777171583686
5316,1,84,5,2.483509904900082
5317,1,84,6,1.9536670397082976
5318,1,84,7,1.9105005893979066
5319,1,84,8,1.8819400857588788
5320,1,84,9,1.8704893276199241
5321,1,84,10,1.8771373692798
5322,1,84,11,1.9013077059387293
5323,1,84,12,1.9410549655248286
5324,1,84,13,1.9934716114323465
5325,1,84,14,2.055234473988396
5326,1,84,15,2.123199329821496
5327,1,84,16,2.1949444894376096
5328,1,84,17,2.2691725067454005
5329,1,84,18,2.3459014269183296
5330,1,84,19,2.4264100363647696
5331,1,84,20,2.5129403401711947
5332,1,84,21,2.6081990703825406
5333,1,84,22,2.7147325460033045
5334,1,84,23,2.834270691010601
5335,1,84,24,2.9671431514637874
5336,1,84,25,3.111862071024581
5337,1,84,26,3.2649433487828308
5338,1,84,27,3.421004433046037
5339,1,84,28,3.5731368784355815
5340,1,84,29,3.713511905437606
5341,1,84,30,3.834142979983625
5342,1,84,31,3.927706052746699
5343,1,84,32,3.9883090315557688
5344,1,84,33,4.0121086480844586
5345,1,84,34,3.997694140685208
5346,1,84,35,3.946189953871246
5347,1,84,36,3.8610690966958394
5348,1,84,37,3.747709080001671
5349,1,84,38,3.612757538100536
5350,1,84,39,3.4633995894814475
5351,1,84,40,3.306630108485577
5352,1,84,41,3.1486298517650457
5353,1,84,42,2.99432559683833
5354,1,84,43,2.847184067633871
5355,1,84,44,2.7092521304643364
5356,1,84,45,2.581417246326872
5357,1,84,46,2.4638283214236587
5358,1,84,47,2.3563930422951715
5359,1,84,48,2.2592571536740533
5360,1,84,49,2.1731755321957484
5361,1,84,50,2.0997036411405827
5362,1,84,51,2.041168154099734
5363,1,84,52,2.2792858046527424
5364,1,84,53,2.314185725365327
5365,1,84,54,2.3495292818999363
5366,1,84,55,2.386347236523435
5367,1,84,56,2.425603845686515
5368,1,84,57,2.46802834032099
5369,1,84,58,2.5139614324833506
5370,1,84,59,1.4930698968700915
5371,1,84,60,1.4359766587514737
5372,1,84,61,1.3844627786545056
5373,1,84,62,1.340729401141628
5374,1,84,63,1.3068651236628668
5375,1,84,64,1.2845797721939365
37312,2,84,1,2.535941700482553
37313,2,84,2,2.5446395860307107
37314,2,84,3,2.5425357255003354
37315,2,84,4,2.5279479701533183
37316,2,84,5,2.4999204678659668
37317,2,84,6,2.458434194661379
37318,2,84,7,1.9156949108157797
37319,2,84,8,1.8867230446879661
37320,2,84,9,1.8750209131251336
37321,2,84,10,1.8817060346975358
37322,2,84,11,1.9062852130742725
37323,2,84,12,1.9468357352809802
37324,2,84,13,2.0004046148011083
37325,2,84,14,2.0635570126174674
37326,2,84,15,2.132982119933975
37327,2,84,16,2.206056236957319
37328,2,84,17,2.2812697826092476
37329,2,84,18,2.3584464188765826
37330,2,84,19,2.438715089219987
37331,2,84,20,2.524234589198534
37332,2,84,21,2.617709411676749
37333,2,84,22,2.7217690947366027
37334,2,84,23,2.838306050273992
37335,2,84,24,2.967875378963588
37336,2,84,25,3.1092531300188715
37337,2,84,26,3.259227824557624
37338,2,84,27,3.4126669993530703
37339,2,84,28,3.562860925209468
37340,2,84,29,3.702105373992758
37341,2,84,30,3.822450317471023
37342,2,84,31,3.9165169196606833
37343,2,84,32,3.9782747535501093
37344,2,84,33,4.003676357706702
37345,2,84,34,3.9910662536836963
37346,2,84,35,3.9413133811817
37347,2,84,36,3.8576548408611524
37348,2,84,37,3.745279098603813
37349,2,84,38,3.6107124654879534
37350,2,84,39,3.461098508416316
37351,2,84,40,3.3034723453497046
37352,2,84,41,3.1441288594781565
37353,2,84,42,2.988166338820943
37354,2,84,43,2.8392577084972577
37355,2,84,44,2.699664926944525
37356,2,84,45,2.5704738861853897
37357,2,84,46,2.4519931287011487
37358,2,84,47,2.3442350455019576
37359,2,84,48,2.247386685609131
37360,2,84,49,2.1621806172171043
37361,2,84,50,2.090093903197566
37362,2,84,51,2.0333324736220506
37363,2,84,52,2.277709997995661
37364,2,84,53,2.3123390455704254
37365,2,84,54,2.347508423580478
37366,2,84,55,2.3842363628462193
37367,2,84,56,2.423466989041574
37368,2,84,57,2.4659056597526927
37369,2,84,58,2.511869185213147
37370,2,84,59,1.4861193541082711
37371,2,84,60,1.4275480793606161
37372,2,84,61,1.3749422412012038
37373,2,84,62,1.3305383033832126
37374,2,84,63,1.2964350799310793
37375,2,84,64,1.2743283579980305
69312,3,84,1,2.549861384211786
69313,3,84,2,2.559266912019213
69314,3,84,3,2.557800694052568
69315,3,84,4,2.5437429754429193
69316,3,84,5,2.5161108341338414
69317,3,84,6,2.4748692556579233
69318,3,84,7,1.921607726305049
69319,3,84,8,1.8920813144438173
69320,3,84,9,1.8799676197687796
69321,3,84,10,1.8865196597058693
69322,3,84,11,1.9113362575389834
69323,3,84,12,1.9525268749896663
69324,3,84,13,2.0071023621035033
69325,3,84,14,2.0715242006830916
69326,3,84,15,2.1423207273357088
69327,3,84,16,2.2166689741127956
69328,3,84,17,2.292846586434964
69329,3,84,18,2.3704788325624095
69330,3,84,19,2.4505378528533788
69331,3,84,20,2.5350901197237232
69332,3,84,21,2.6268277003141107
69333,3,84,22,2.7284533290668795
69334,3,84,23,2.8420132888097087
69335,3,84,24,2.9682820158463827
69336,3,84,25,3.1062966480875174
69337,3,84,26,3.2531192258309307
