,x,y,z,IC
14784,1,232,1,2.0567528691893875
14785,1,232,2,2.073359186670063
14786,1,232,3,2.0818308059587247
14787,1,232,4,2.084868653039658
14788,1,232,5,2.0857489163797265
14789,1,232,6,1.7725878079905573
14790,1,232,7,1.8390678516016914
14791,1,232,8,1.9299494279330847
14792,1,232,9,2.0408360484177113
14793,1,232,10,2.1660633983965036
14794,1,232,11,2.299082196934864
14795,1,232,12,2.432962192065341
14796,1,232,13,2.5609618796865785
14797,1,232,14,2.6770971240622545
14798,1,232,15,2.776639631096412
14799,1,232,16,2.8564836625080705
14800,1,232,17,2.9153355401188263
14801,1,232,18,2.9537031502197806
14802,1,232,19,2.9736886355816496
14803,1,232,20,2.9786130847734382
14804,1,232,21,2.972523673575428
14805,1,232,22,2.9596483416754276
14806,1,232,23,2.943868683771526
14807,1,232,24,2.9282775941008636
14808,1,232,25,2.914875028213248
14809,1,232,26,2.9044350252465048
14810,1,232,27,2.896552841894849
14811,1,232,28,2.8898561972503622
14812,1,232,29,2.882342744794246
14813,1,232,30,2.871790004885119
14814,1,232,31,2.8561762063937692
14815,1,232,32,2.8340516758011023
14816,1,232,33,2.8048101266027
14817,1,232,34,2.7688257612059255
14818,1,232,35,2.7274428673756748
14819,1,232,36,2.6828263961811434
14820,1,232,37,2.6377016169604706
14821,1,232,38,2.595025553172201
14822,1,232,39,2.5576405431733753
14823,1,232,40,2.5279600830734488
14824,1,232,41,2.5077294441545446
14825,1,232,42,2.4978898856839145
14826,1,232,43,2.4985579418395667
14827,1,232,44,2.50911306905453
14828,1,232,45,1.7203831279459814
14829,1,232,46,1.731650665587321
14830,1,232,47,1.7549908901257951
14831,1,232,48,1.7858524807504723
14832,1,232,49,1.819219797974659
14833,1,232,50,1.8502442716491412
14834,1,232,51,1.8748683312662893
14835,1,232,52,1.4821027394602242
14836,1,232,53,1.4668960369632131
14837,1,232,54,1.451271732868372
14838,1,232,55,1.4371779395408182
14839,1,232,56,1.4262432061007597
14840,1,232,57,1.4195661937209296
14841,1,232,58,1.4175750667433993
14842,1,232,59,1.4199762651650898
14843,1,232,60,1.4258002668857592
14844,1,232,61,1.433538850980642
14845,1,232,62,1.4413560450188463
14846,1,232,63,1.4473450645166404
14847,1,232,64,1.4497974571393826
46784,2,232,1,2.047643493769244
46785,2,232,2,2.063720961261547
46786,2,232,3,2.0717618404930263
46787,2,232,4,2.0744793727589674
46788,2,232,5,2.075148049246194
46789,2,232,6,2.0771639125890724
46790,2,232,7,1.8389721057735224
46791,2,232,8,1.931011719961738
46792,2,232,9,2.043181646634204
46793,2,232,10,2.169756574565806
46794,2,232,11,2.3041169934834036
46795,2,232,12,2.4392558344923834
46796,2,232,13,2.568353024178454
46797,2,232,14,2.6853505311471135
46798,2,232,15,2.7854579360016363
46799,2,232,16,2.8655258173987592
46800,2,232,17,2.9242404092260808
46801,2,232,18,2.962115825719237
46802,2,232,19,2.9812864641388575
