,x,y,z,IC
17472,1,274,1,2.4208746766189773
17473,1,274,2,2.4707677284738816
17474,1,274,3,2.5063751610069915
17475,1,274,4,2.5287453288603543
17476,1,274,5,2.5395611641316838
17477,1,274,6,2.1592827730691964
17478,1,274,7,2.2087851657705433
17479,1,274,8,2.284004128819195
17480,1,274,9,2.3819259664714596
17481,1,274,10,2.4976080570125365
17482,1,274,11,2.6246605197902038
17483,1,274,12,2.755879235548428
17484,1,274,13,2.8839524251828466
17485,1,274,14,3.0021554380435864
17486,1,274,15,3.104952035574821
17487,1,274,16,3.1884345611934797
17488,1,274,17,3.2505578364988024
17489,1,274,18,3.2911492059973764
17490,1,274,19,3.311706041439651
17491,1,274,20,3.3150183181556576
17492,1,274,21,3.3046741700891493
17493,1,274,22,3.284518135668673
17494,1,274,23,3.2581338955291246
17495,1,274,24,3.2284158309316346
17496,1,274,25,3.1972781648712996
17497,1,274,26,3.1655293058309217
17498,1,274,27,3.1329154697100496
17499,1,274,28,3.09831505536976
17500,1,274,29,3.0600466284658165
17501,1,274,30,3.016241029741277
17502,1,274,31,2.9652233437761555
17503,1,274,32,2.9058533614536275
17504,1,274,33,2.8377827542031135
17505,1,274,34,2.761601563267946
17506,1,274,35,2.678863345152752
17507,1,274,36,2.5919948018060275
17508,1,274,37,2.5041096098713673
17509,1,274,38,2.4187556950974365
17510,1,274,39,2.3396294554680033
17511,1,274,40,2.270289419376608
17512,1,274,41,2.2138963864003336
17513,1,274,42,2.1729987413042937
17514,1,274,43,1.7939829756659844
17515,1,274,44,1.8460314633427077
17516,1,274,45,1.9091230083230606
17517,1,274,46,1.9797249900457699
17518,1,274,47,2.0534988922090167
17519,1,274,48,2.125669231097584
17520,1,274,49,2.1914702667413732
17521,1,274,50,1.5047067863656638
17522,1,274,51,1.4202256737081167
17523,1,274,52,1.3423827780844448
17524,1,274,53,1.2750444556199345
17525,1,274,54,1.2208860488898472
17526,1,274,55,1.1811802135821146
17527,1,274,56,1.1557435764429556
17528,1,274,57,1.143044387730869
17529,1,274,58,1.1404542811667244
17530,1,274,59,1.1446102120798627
17531,1,274,60,1.1518402876657419
17532,1,274,61,1.1586010392513317
17533,1,274,62,1.1618743574053885
17534,1,274,63,1.159479523460772
17535,1,274,64,1.1502683590736895
49472,2,274,1,2.4279867723540978
49473,2,274,2,2.4767592237002165
49474,2,274,3,2.5109072022645558
49475,2,274,4,2.5315018997522407
49476,2,274,5,2.540261933002355
49477,2,274,6,2.5393327937092547
49478,2,274,7,2.2282312545279144
49479,2,274,8,2.303069253500636
49480,2,274,9,2.4001897041024285
49481,2,274,10,2.514701593275265
49482,2,274,11,2.6402702173693795
49483,2,274,12,2.7697428199251855
49484,2,274,13,2.8958510846694208
49485,2,274,14,3.011905533254689
49486,2,274,15,3.1123998320715174
49487,2,274,16,3.1934565007030997
49488,2,274,17,3.2530675070679105
49489,2,274,18,3.291110591548359
49490,2,274,19,3.3091510937314657
49491,2,274,20,3.3100656600497294
49492,2,274,21,3.297545022251367
49493,2,274,22,3.275545492855144
49494,2,274,23,3.247761595141565
49495,2,274,24,3.217185379914659
49496,2,274,25,3.185802848911381
49497,2,274,26,3.154456953749003
49498,2,274,27,3.122883007894844
49499,2,274,28,3.089899391506173
49500,2,274,29,3.053717228693673
49501,2,274,30,3.0123196593903665
49502,2,274,31,2.963855794046444
49503,2,274,32,2.9069966585721434
49504,2,274,33,2.8412095197443334
49505,2,274,34,2.7669211155036835
49506,2,274,35,2.68555709091062
49507,2,274,36,2.599461751760652
49508,2,274,37,2.511716696997781
49509,2,274,38,2.425887144752722
49510,2,274,39,2.34572980074542
49511,2,274,40,2.2748958197356965
49512,2,274,41,2.2166575308709024
49513,2,274,42,2.173679560479307
49514,2,274,43,1.775671557623494
49515,2,274,44,1.829208456594885
49516,2,274,45,1.8937204303598263
49517,2,274,46,1.965620344071004
49518,2,274,47,2.0405352378951584
49519,2,274,48,2.1136794961214402
49520,2,274,49,2.180302894293558
49521,2,274,50,1.5146465070801525
49522,2,274,51,1.4322506618487394
49523,2,274,52,1.356309784461646
49524,2,274,53,1.2906350580510113
49525,2,274,54,1.237855664275085
49526,2,274,55,1.199207672654563
49527,2,274,56,1.1744806095952556
49528,2,274,57,1.1621245492217502
49529,2,274,58,1.1595010588245693
49530,2,274,59,1.1632442964589242
49531,2,274,60,1.1696861740321998
49532,2,274,61,1.1752932775530769
49533,2,274,62,1.1770638277127197
49534,2,274,63,1.1728400869871507
49535,2,274,64,1.1615041206172259
81472,3,274,1,2.4342734370954915
81473,3,274,2,2.481842728708938
81474,3,274,3,2.514467420708707
81475,3,274,4,2.533240903816002
81476,3,274,5,2.5399155162664355
81477,3,274,6,2.5366816717987097
81478,3,274,7,2.247782069660721
81479,3,274,8,2.322209085371274
81480,3,274,9,2.418492375664882
81481,3,274,10,2.531793863652981
81482,3,274,11,2.6558361057934166
81483,3,274,12,2.783520092667715
81484,3,274,13,2.9076231564616326
81485,3,274,14,3.021492517112841
81486,3,274,15,3.1196522692413455
81487,3,274,16,3.1982544663342067
81488,3,274,17,3.255326467511541
81489,3,274,18,3.290793811651863
81490,3,274,19,3.3062868231700078
81491,3,274,20,3.3047660313285454
81492,3,274,21,3.2900227918525258
81493,3,274,22,3.2661245963431313
81494,3,274,23,3.2368780121876233
81495,3,274,24,3.205375953888548
81496,3,274,25,3.1736813168990428
81497,3,274,26,3.1426782807168876
81498,3,274,27,3.1120989079386523
81499,3,274,28,3.0807093865369612
81500,3,274,29,3.046620510957844
81501,3,274,30,3.0076732379644344
81502,3,274,31,2.961843867971711
81503,3,274,32,2.9076149318209743
81504,3,274,33,2.8442664187673365
81505,3,274,34,2.7720558299579916
81506,3,274,35,2.692272316525596
81507,3,274,36,2.607167256606049
81508,3,274,37,2.5197786034568903
81509,3,274,38,2.433677287526657
81510,3,274,39,2.3526697535055106
81511,3,274,40,2.2804911364430778
81512,3,274,41,2.2205192755931087
81513,3,274,42,2.175532073646867
81514,3,274,43,1.7575203745580423
81515,3,274,44,1.8125343363290154
81516,3,274,45,1.8784436794674462
81517,3,274,46,1.9516075200110143
81518,3,274,47,2.0276204180814337
81519,3,274,48,2.101689697683089
81520,3,274,49,2.1690845887066383
81521,3,274,50,1.5243819804916157
81522,3,274,51,1.444158043915954
81523,3,274,52,1.3702048933260649
81524,3,274,53,1.3062747036585547
81525,3,274,54,1.2549473198688288
81526,3,274,55,1.2174199336851035
81527,3,274,56,1.193453715707833
81528,3,274,57,1.1814804121648903
81529,3,274,58,1.178852454088764
81530,3,274,59,1.1822031057300757
81531,3,274,60,1.1878707744849943
81532,3,274,61,1.1923353315587875
81533,3,274,62,1.192614809523862
81534,3,274,63,1.1865778793306712
81535,3,274,64,1.1731399246559864
113472,4,274,1,2.4396694878889513
113473,4,274,2,2.4859619930833237
113474,4,274,3,2.5170092892621483
113475,4,274,4,2.533926095342163
113476,4,274,5,2.538496265172292
113477,4,274,6,2.5329519169155743
113478,4,274,7,2.2673122123465492
113479,4,274,8,2.3412963057572065
113480,4,274,9,2.4367066936407205
113481,4,274,10,2.5487595788981827
113482,4,274,11,2.671236803439605
113483,4,274,12,2.797095368250557
113484,4,274,13,2.9191602650446473
113485,4,274,14,3.0308167169356075
113486,4,274,15,3.1266195071776206
113487,4,274,16,3.2027492793365258
113488,4,274,17,3.257266691247042
113489,4,274,18,3.290142114145498
113490,4,274,19,3.3030674818047583
113491,4,274,20,3.2990840141428284
113492,4,274,21,3.282081319080426
113493,4,274,22,3.2562371024000405
113494,4,274,23,3.2254708606308933
113495,4,274,24,3.1929793295427555
113496,4,274,25,3.160907280900774
113497,4,274,26,3.1301867978161266
113498,4,274,27,3.100554468876383
113499,4,274,28,3.07073237641587
113500,4,274,29,3.0387384804618742
113501,4,274,30,3.002277555809798
113502,4,274,31,2.959156807251306
113503,4,274,32,2.9076711165517724
113504,4,274,33,2.8469108796897995
113505,4,274,34,2.7769589215346278
113506,4,274,35,2.698959708638909
113507,4,274,36,2.615061419622844
113508,4,274,37,2.528246903641735
113509,4,274,38,2.4420811788236962
113510,4,274,39,2.3604096713092875
113511,4,274,40,2.2870425400795558
113512,4,274,41,2.2254567158500036
113513,4,274,42,2.1785399632733187
113514,4,274,43,1.7395845785899637
113515,4,274,44,1.796065888600021
113516,4,274,45,1.8633507801794251
113517,4,274,46,1.9377454353908157
113518,4,274,47,2.014813951172327
113519,4,274,48,2.0897597058398967
113520,4,274,49,2.157875343041646
113521,4,274,50,1.5338761585586298
113522,4,274,51,1.4559079203270955
113523,4,274,52,1.3840259602292595
113524,4,274,53,1.3219196318100352
113525,4,274,54,1.2721162628740097
113526,4,274,55,1.2357718504307718
113527,4,274,56,1.2126179152097591
113528,4,274,57,1.2010676797076947
113529,4,274,58,1.1984653268066254
113530,4,274,59,1.2014450967081833
113531,4,274,60,1.206354562270441
113532,4,274,61,1.2096901048350657
113533,4,274,62,1.2084930601275206
113534,4,274,63,1.200661956945792
113535,4,274,64,1.1851486021425215
145472,5,274,1,2.4441135414103417
145473,5,274,2,2.4890647887079314
145474,5,274,3,2.518490516342268
145475,5,274,4,2.5335256710645595
145476,5,274,5,2.53598317906853
145477,5,274,6,2.528133410801608
145478,5,274,7,2.2866965892030127
145479,5,274,8,2.360203212673841
145480,5,274,9,2.45470430758634
145481,5,274,10,2.5654717487348027
145482,5,274,11,2.686348660882797
145483,5,274,12,2.8103502239684963
145484,5,274,13,2.9303509470992477
145485,5,274,14,3.0397751562504376
145486,5,274,15,3.1332083306599285
145487,5,274,16,3.2068584618860347
145488,5,274,17,3.2588170730629455
145489,5,274,18,3.2890960222630725
145490,5,274,19,3.2994450669612596
145491,5,274,20,3.2929824970284782
145492,5,274,21,3.273693371830053
145493,5,274,22,3.2458642400191176
145494,5,274,23,3.213528055184685
145495,5,274,24,3.179988052252644
145496,5,274,25,3.1474756862116284
145497,5,274,26,3.116977569499106
145498,5,274,27,3.088242682835758
145499,5,274,28,3.0599573211272038
145500,5,274,29,3.030054470309722
145501,5,274,30,2.9961092017177924
145502,5,274,31,2.955763896269692
145503,5,274,32,2.907127229421477
145504,5,274,33,2.8490982789982926
145505,5,274,34,2.78158029337777
145506,5,274,35,2.7055653099770276
145507,5,274,36,2.6230883556968703
145508,5,274,37,2.537065888691227
145509,5,274,38,2.4510454054148507
145510,5,274,39,2.3689004210109736
145511,5,274,40,2.294506895997186
145512,5,274,41,2.231434066526955
145513,5,274,42,2.1826757130138157
145514,5,274,43,1.7219199748010174
145515,5,274,44,1.7798604574322996
145516,5,274,45,1.8485002684511689
