,x,y,z,IC
5824,1,92,1,2.475537885137685
5825,1,92,2,2.500731703280085
5826,1,92,3,2.513764681235153
5827,1,92,4,2.512086125052999
5828,1,92,5,2.494066540287143
5829,1,92,6,1.7229734878558807
5830,1,92,7,1.6780195851729507
5831,1,92,8,1.6535851904774144
5832,1,92,9,1.6520322834770438
5833,1,92,10,1.673833685675419
5834,1,92,11,1.7175849699082448
5835,1,92,12,1.7802868737016888
5836,1,92,13,1.8578503269117566
5837,1,92,14,1.9457432056986603
5838,1,92,15,2.03967727819549
5839,1,92,16,2.1362285166522517
5840,1,92,17,2.2332947314784404
5841,1,92,18,2.3303196627415907
5842,1,92,19,2.4282484417329138
5843,1,92,20,2.5292203464819365
5844,1,92,21,2.636044897820353
5845,1,92,22,2.7515406041123076
5846,1,92,23,2.877837125571659
5847,1,92,24,3.0157481194203175
5848,1,92,25,3.164312599562852
5849,1,92,26,3.320578714195194
5850,1,92,27,3.479668969345143
5851,1,92,28,3.635125270045151
5852,1,92,29,3.7794917128013337
5853,1,92,30,3.9050587845292446
5854,1,92,31,4.0046695073167555
5855,1,92,32,4.072479443273634
5856,1,92,33,4.104569507670809
5857,1,92,34,4.099332079090022
5858,1,92,35,4.057583654062513
5859,1,92,36,3.982396348374187
5860,1,92,37,3.8786800841907745
5861,1,92,38,3.7525814878187305
5862,1,92,39,3.610789373378478
5863,1,92,40,3.4598468067223687
5864,1,92,41,3.3055648197453005
5865,1,92,42,3.152613832583058
5866,1,92,43,3.0043388033882006
5867,1,92,44,2.8628077610306573
5868,1,92,45,2.7290663028287088
5869,1,92,46,2.6035385428490256
5870,1,92,47,2.4864927720032006
5871,1,92,48,2.3784811084706967
5872,1,92,49,2.280668014371573
5873,1,92,50,2.194981841492984
5874,1,92,51,2.284890204764433
5875,1,92,52,2.322972562058712
5876,1,92,53,2.361452395014047
5877,1,92,54,2.401008765410274
5878,1,92,55,2.4423251490094815
5879,1,92,56,2.4859458883100034
5880,1,92,57,2.5321472289507
5881,1,92,58,1.5813941957002204
5882,1,92,59,1.5058699046282187
5883,1,92,60,1.433929546869419
5884,1,92,61,1.368184401156999
5885,1,92,62,1.3112376833465165
5886,1,92,63,1.2654258770023583
5887,1,92,64,1.2325652953139334
37824,2,92,1,2.4863175693121886
37825,2,92,2,2.5129052080427
37826,2,92,3,2.527289438461045
37827,2,92,4,2.5268453410771436
37828,2,92,5,2.50988265975917
37829,2,92,6,2.4759102184490493
37830,2,92,7,1.6827670817644091
37831,2,92,8,1.6586856228689932
37832,2,92,9,1.6575953998797084
37833,2,92,10,1.680090612881125
37834,2,92,11,1.7248512315656543
37835,2,92,12,1.7889085531742788
37836,2,92,13,1.868140518855114
37837,2,92,14,1.9579175133364755
37838,2,92,15,2.053797557959772
37839,2,92,16,2.1521632601169554
37840,2,92,17,2.2507024898041124
37841,2,92,18,2.3486590077112144
37842,2,92,19,2.4468144980581057
37843,2,92,20,2.5472043819149137
37844,2,92,21,2.652610299403042
37845,2,92,22,2.7659062329055932
37846,2,92,23,2.8893578545036136
37847,2,92,24,3.023982493688021
37848,2,92,25,3.1690690136572086
37849,2,92,26,3.321934093749191
37850,2,92,27,3.4779573452392247
37851,2,92,28,3.63089739295214
37852,2,92,29,3.773450485736557
37853,2,92,30,3.897978313457398
37854,2,92,31,3.9973075914320284
37855,2,92,32,4.065494087510844
37856,2,92,33,4.098449449161717
37857,2,92,34,4.0943494650467915
37858,2,92,35,4.053774145366315
37859,2,92,36,3.9795684354062995
37860,2,92,37,3.8764517503518023
37861,2,92,38,3.7504390166930373
37862,2,92,39,3.6081604924538473
37863,2,92,40,3.4561788127259305
37864,2,92,41,3.3003980102122865
37865,2,92,42,3.1456414812161526
37866,2,92,43,2.9954469062588074
37867,2,92,44,2.852090552594834
37868,2,92,45,2.716816707250848
37869,2,92,46,2.590215860876455
37870,2,92,47,2.4726726004928667
37871,2,92,48,2.3647944169071007
37872,2,92,49,2.2677372451154243
37873,2,92,50,2.1833617839501005
37874,2,92,51,2.2858817418614588
37875,2,92,52,2.3234237818129158
37876,2,92,53,2.361525916425188
37877,2,92,54,2.400852537897162
37878,2,92,55,2.442056025683586
37879,2,92,56,2.485639234257763
37880,2,92,57,2.5318332160183608
37881,2,92,58,1.5757617504935373
37882,2,92,59,1.4984785551554787
37883,2,92,60,1.4251046646304806
37884,2,92,61,1.358305991296926
37885,2,92,62,1.300714595979889
37886,2,92,63,1.2546697533799285
37887,2,92,64,1.2219659222839265
69824,3,92,1,2.4968293653901026
69825,3,92,2,2.524747559080424
69826,3,92,3,2.5404298170335196
69827,3,92,4,2.541180025694287
69828,3,92,5,2.525249463601391
69829,3,92,6,2.4921041726154027
69830,3,92,7,1.688452209726204
