,x,y,z,IC
29440,1,461,1,2.187101525815083
29441,1,461,2,2.165460595960663
29442,1,461,3,2.141597074110029
29443,1,461,4,2.1146356967082682
29444,1,461,5,2.0841964260294388
29445,1,461,6,3.682475053337023
29446,1,461,7,3.5922113778089817
29447,1,461,8,3.4827262305312536
29448,1,461,9,3.3582421682194608
29449,1,461,10,3.2243326866310813
29450,1,461,11,3.087626859635484
29451,1,461,12,2.9554024624121125
29452,1,461,13,2.8350958847494336
29453,1,461,14,2.733767322750952
29454,1,461,15,2.6575663654402053
29455,1,461,16,2.6112452882068133
29456,1,461,17,2.597764735533013
29457,1,461,18,2.6180291696785862
29458,1,461,19,2.6707781605758143
29459,1,461,20,2.7526454356714654
29460,1,461,21,2.8583820707438057
29461,1,461,22,2.9812249243458497
29462,1,461,23,3.1133780195179273
29463,1,461,24,3.2465644708749664
29464,1,461,25,3.3726007895311962
29465,1,461,26,3.483944532563012
29466,1,461,27,3.574170309795596
29467,1,461,28,3.6383375855320406
29468,1,461,29,3.6732255053455294
29469,1,461,30,3.6774237721776615
29470,1,461,31,3.651282834654425
29471,1,461,32,3.5967397704853044
29472,1,461,33,3.517046862772692
29473,1,461,34,3.41643692687668
29474,1,461,35,2.093141230047754
29475,1,461,36,2.1185581944426293
29476,1,461,37,2.1409722728029426
29477,1,461,38,2.158488554614019
29478,1,461,39,2.1691112462184465
29479,1,461,40,2.1709966060353034
29480,1,461,41,2.1627381476894914
29481,1,461,42,1.3809629071193175
29482,1,461,43,1.4634010673343092
29483,1,461,44,1.5511663508036526
29484,1,461,45,1.639580177768435
29485,1,461,46,1.7238959980170276
29486,1,461,47,1.7996567390919318
29487,1,461,48,1.8630325133316423
29488,1,461,49,1.9111063453207633
29489,1,461,50,1.942080347883301
29490,1,461,51,1.9553826648208836
29491,1,461,52,1.9516657128685424
29492,1,461,53,1.9326975870097787
29493,1,461,54,1.9011595878890963
29494,1,461,55,1.8603723650500865
29495,1,461,56,1.8139800283502767
29496,1,461,57,1.765624994921144
29497,1,461,58,1.7186459868130186
29498,1,461,59,1.6758276272728412
29499,1,461,60,1.6392230972210293
29500,1,461,61,1.610062256278821
29501,1,461,62,1.588747670597283
29502,1,461,63,1.57493134737519
29503,1,461,64,1.5676567765886875
61440,2,461,1,2.2011942695320568
61441,2,461,2,2.178807214480403
61442,2,461,3,2.153874724397254
61443,2,461,4,2.1255885427844228
61444,2,461,5,2.093646362797708
61445,2,461,6,2.058325438477605
61446,2,461,7,3.6071196291174643
61447,2,461,8,3.4972467911171448
61448,2,461,9,3.3721865175411034
61449,2,461,10,3.2375205571526893
61450,2,461,11,3.099894750203867
61451,2,461,12,2.9666165745338158
61452,2,461,13,2.8451689238652653
61453,2,461,14,2.742677739230497
61454,2,461,15,2.6653778357978
61455,2,461,16,2.618123686268996
61456,2,461,17,2.603989625540332
61457,2,461,18,2.6239970394072327
61458,2,461,19,2.676995220981419
61459,2,461,20,2.759708803525423
